[2026-04-05T19:32:14.648Z] GET http://localhost:3000/node_modules/.vite/deps/chunk-JEYRWWUG.js?v=3d514953 → 200 (?ms, 16562B)
[2026-04-05T19:32:14.648Z] GET http://localhost:3000/node_modules/.vite/deps/chunk-T4SFHOTP.js?v=3d514953 → 200 (?ms, 2130B)
[2026-04-05T19:32:14.648Z] GET http://localhost:3000/node_modules/.vite/deps/chunk-IPGOKTIV.js?v=3d514953 → 200 (?ms, 1907B)
[2026-04-05T19:32:14.648Z] GET http://localhost:3000/node_modules/.vite/deps/chunk-2ACD7LEZ.js?v=3d514953 → 200 (?ms, 7135B)
[2026-04-05T19:32:14.649Z] GET http://localhost:3000/src/app/components/ui/dialog.tsx → 200 (19ms, ?B)
[2026-04-05T19:32:14.649Z] GET http://localhost:3000/src/app/components/ui/button.tsx → 200 (21ms, ?B)
[2026-04-05T19:32:14.649Z] GET http://localhost:3000/src/app/components/ui/textarea.tsx → 200 (21ms, ?B)
[2026-04-05T19:32:14.649Z] GET http://localhost:3000/src/app/components/ui/input.tsx → 200 (22ms, ?B)
[2026-04-05T19:32:14.651Z] GET http://localhost:3000/src/app/components/CalendarView.tsx → 200 (21ms, ?B)
[2026-04-05T19:32:14.652Z] GET http://localhost:3000/src/types/health.ts → 200 (19ms, ?B)
[2026-04-05T19:32:14.652Z] GET http://localhost:3000/src/hooks/useCollection.ts → 200 (20ms, ?B)
[2026-04-05T19:32:14.652Z] GET http://localhost:3000/src/hooks/useRecords.ts → 200 (20ms, ?B)
[2026-04-05T19:32:14.667Z] GET http://localhost:3000/src/features/doctor/components/DoctorCalendarView.tsx → 200 (6ms, ?B)
[2026-04-05T19:32:14.667Z] GET http://localhost:3000/src/hooks/useAccess.ts → 200 (5ms, ?B)
[2026-04-05T19:32:14.667Z] GET http://localhost:3000/node_modules/.vite/deps/idb.js?v=3d514953 → 200 (?ms, ?B)
[2026-04-05T19:32:14.667Z] GET http://localhost:3000/node_modules/.vite/deps/@noble_hashes_hkdf.js?v=3d514953 → 200 (?ms, ?B)
[2026-04-05T19:32:14.668Z] GET http://localhost:3000/node_modules/.vite/deps/@noble_hashes_sha256.js?v=3d514953 → 200 (?ms, ?B)
[2026-04-05T19:32:14.668Z] GET http://localhost:3000/node_modules/.vite/deps/@noble_hashes_sha3.js?v=3d514953 → 200 (?ms, ?B)
[2026-04-05T19:32:14.670Z] GET http://localhost:3000/node_modules/.vite/deps/@radix-ui_react-dialog.js?v=3d514953 → 200 (?ms, ?B)
[2026-04-05T19:32:14.670Z] GET http://localhost:3000/src/app/components/ui/utils.ts → 200 (3ms, ?B)
[2026-04-05T19:32:14.670Z] GET http://localhost:3000/node_modules/.vite/deps/chunk-JDYSANEB.js?v=3d514953 → 200 (?ms, ?B)
[2026-04-05T19:32:14.671Z] GET http://localhost:3000/node_modules/.vite/deps/@radix-ui_react-slot.js?v=3d514953 → 200 (?ms, ?B)
[2026-04-05T19:32:14.672Z] GET http://localhost:3000/node_modules/.vite/deps/class-variance-authority.js?v=3d514953 → 200 (?ms, ?B)
[2026-04-05T19:32:14.673Z] GET http://localhost:3000/node_modules/.vite/deps/chunk-U7P2NEEE.js?v=3d514953 → 200 (?ms, ?B)
[2026-04-05T19:32:14.673Z] GET http://localhost:3000/src/hooks/useContract.ts → 200 (1ms, ?B)
[2026-04-05T19:32:14.673Z] GET http://localhost:3000/src/services/collection.ts → 200 (1ms, ?B)
[2026-04-05T19:32:14.673Z] GET http://localhost:3000/src/services/ipfs.ts → 200 (1ms, ?B)
[2026-04-05T19:32:14.673Z] GET http://localhost:3000/node_modules/.vite/deps/clsx.js?v=3d514953 → 200 (1ms, ?B)
